name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
...Baby One More Time,...Baby One More Time (Digital Deluxe Version),Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,1999-01-12,79,211066,0.759,0.202,0.699,0.000131,0.443,0.907,-5.745,0.0307,92.96,0,4,energetic
Payphone,Payphone,Maroon 5,0iyEaciAmtiv8xMkBg97Fy,2012-01-01,0,231466,0.745,0.021,0.756,0.0,0.356,0.495,-4.749,0.0429,109.999,4,4,energetic
Beautiful Girls,Beautiful Girls,Sean Kingston,1hGy2eLcmC8eKx7qr1tOqx,2007-07-23,79,225373,0.762,0.15,0.661,0.0,0.256,0.769,-6.075,0.0687,130.009,1,4,energetic
Good Time,The Midsummer Station,Owl City,5w6TVvv71F8px5cObg2xnx,2012-01-01,0,205933,0.554,0.0216,0.878,5.76e-06,0.362,0.682,-4.271,0.134,126.045,3,4,energetic
So What,Greatest Hits...So Far!!!,P!nk,5ReRX3klPvCNYtm6Bd1C1K,2010-11-12,44,214506,0.531,9.33e-05,0.862,4.82e-06,0.363,0.396,-2.996,0.0434,126.016,11,4,energetic
Hello,Hello,Martin Solveig,54fyVsVauzPwruLvGnBe3i,2010-11-26,0,191626,0.66,0.011,0.969,0.00225,0.116,0.48,-3.63,0.0346,127.989,3,4,energetic
Hey Ya! - Radio Mix / Club Mix,Speakerboxxx/The Love Below,Outkast,5WQ1hIc5d2EVbRQ8qsj8Uh,2003-09-23,0,235213,0.719,0.0588,0.967,0.000249,0.206,0.964,-2.435,0.0552,79.505,0,4,energetic
Faith - Remastered,Faith,George Michael,0HEmnAUT8PHznIAAmVXqFJ,1987-10-30,75,193200,0.887,0.0094,0.48,3.58e-05,0.0662,0.607,-11.994,0.117,95.846,11,4,energetic
"Footloose - From ""Footloose"" Soundtrack",Footloose (15th Anniversary Collectors' Edition),Various Artists,2vz1CsL5WBsbpBcwgboTAw,1984,72,226826,0.583,0.0984,0.905,0.00019,0.0593,0.646,-6.132,0.0733,173.982,2,4,energetic
No More Sad Songs,No More Sad Songs,Little Mix,5ZnJsoJGkQ5K15W7Rcr5JO,2017-03-03,0,225253,0.709,0.0771,0.782,4.71e-06,0.302,0.728,-3.526,0.0469,102.032,7,4,energetic
Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),Lil Dicky,10Igtw8bSDyyFs7KIsKngZ,2018-03-15,71,216631,0.755,0.147,0.599,0.0,0.109,0.755,-5.042,0.224,133.123,8,4,energetic
All Star,Astro Lounge,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,1999-06-08,79,200373,0.731,0.0395,0.867,0.0,0.0861,0.776,-5.881,0.032,104.019,11,4,energetic
Lollipop,Life In Cartoon Motion (International EU Version),MIKA,1Q8VH7bsuDazrgyj175urn,2006-01-01,0,183533,0.714,0.0352,0.621,1.63e-05,0.11,0.892,-5.343,0.0641,96.007,1,4,energetic
We Are Golden,The Boy Who Knew Too Much,MIKA,7lbS6qE0XwACVxgQQehVZD,2009-01-01,0,238040,0.544,0.00484,0.86,0.122,0.115,0.398,-5.181,0.0678,123.024,0,4,energetic
Grace Kelly,Life In Cartoon Motion (International EU Version),MIKA,2DfJFnwfu88E4omEYAAnMV,2006-01-01,0,187733,0.675,0.0242,0.828,0.0102,0.364,0.669,-5.799,0.0454,122.229,0,4,energetic
Emily,The Origin Of Love (Deluxe),MIKA,2ooinIc30joIaBMD4GcUWK,2012-01-01,0,213093,0.724,0.00492,0.79,0.00311,0.265,0.68,-4.112,0.055,126.053,10,4,energetic
Dura,Dura,Daddy Yankee,2j2fIJGh4PMdXt9ULI5Tlc,2018-01-18,0,200480,0.786,0.174,0.846,0.0,0.413,0.819,-3.468,0.0505,95.005,1,4,energetic
Échame La Culpa,Échame La Culpa,Luis Fonsi,1zsG4eaZmkA1dvjDDsAGLK,2017-11-17,0,173720,0.724,0.0322,0.895,0.0,0.097,0.64,-3.617,0.0411,96.022,7,4,energetic
Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],Bruno Mars,3Vo4wInECJQuz9BIBMOu8i,2017-12-20,75,217288,0.704,0.0185,0.859,0.0,0.0215,0.926,-4.877,0.0996,105.115,5,4,energetic
Be OK,Be OK,Ingrid Michaelson,2qESkHBZ2VThboOnosYFBk,2008-01-01,0,147680,0.821,0.13,0.773,0.0,0.116,0.954,-6.741,0.0464,133.053,4,4,energetic
No Money,The Aviary,Galantis,6M6Tk58pQvABy6ru66dY3d,2017-09-15,69,191293,0.674,0.0282,0.915,0.00337,0.273,0.78,-3.999,0.0411,126.038,6,4,energetic
Love on Me,The Aviary,Galantis,3bvjsHQd792zIO4SKFxXKs,2017-09-15,55,205026,0.485,0.113,0.91,0.0,0.138,0.649,-2.096,0.0977,124.18,9,4,energetic
Call Me Maybe,Call Me Maybe,Carly Rae Jepsen,6ol4ZSifr7r3Lb2a9L5ZAB,2012-01-01,51,193466,0.783,0.0109,0.584,2.91e-06,0.108,0.632,-6.572,0.0409,120.031,7,4,energetic
What Do You Love,What Do You Love,Seeb,0h4FK0CnlZ3oJnZ6quEk1P,2016-10-14,0,211875,0.542,0.166,0.903,3.53e-05,0.355,0.39,-2.745,0.0731,96.028,11,4,energetic
Bedroom Floor,Bedroom Floor,Liam Payne,1pZdegOXTZ2ftINo3oUuRZ,2017-10-20,0,188346,0.678,0.301,0.679,0.000136,0.112,0.218,-7.093,0.0644,119.977,1,4,energetic
Good Times (feat. Cam Galpin),Good Times (feat. Cam Galpin),Leu Leu Land,7AFPMfmAurlFCBCfXtBr2C,2017-02-24,28,216978,0.757,0.0252,0.716,0.0,0.21,0.489,-6.704,0.241,111.102,8,4,energetic
More Than You Know,More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,2017-05-24,0,203000,0.645,0.0323,0.741,0.0,0.29,0.534,-4.989,0.0339,123.07,5,4,energetic
Pump It,Monkey Business,Black Eyed Peas,7KIbDUwumrpG5f30kEYW1v,2005-01-01,0,213066,0.648,0.00937,0.931,0.0,0.752,0.744,-3.15,0.181,153.649,1,4,energetic
Vamos a la Playa,Vamos a la Playa 2015,Candy,5Uh43z4bksfoIwBQFXRztm,2015-06-30,41,185301,0.736,0.00399,0.859,0.00382,0.0649,0.777,-5.217,0.0396,128.076,1,4,energetic
Down,Down,Jay Sean,5j0OkRN4KRzVeSfY63buDe,2009-01-01,0,212520,0.654,0.0108,0.684,0.0,0.0768,0.7,-4.509,0.032,66.001,2,4,energetic
Hangover,TY.O (International Version),Taio Cruz,2tftivjRsvKs0jFH9h3Ti8,2011-01-01,0,244906,0.599,0.00892,0.885,0.0,0.0699,0.576,-3.232,0.0463,128.048,3,4,energetic
Hola (feat. Maluma),Hola (feat. Maluma),Flo Rida,6ayTAnEwP3Yo4DOjLsN5r2,2017-11-17,55,192376,0.757,0.0207,0.711,3.04e-05,0.11,0.649,-5.693,0.0769,113.026,8,4,energetic
You Make Me Feel... (feat. Sabi),Night Shades,Cobra Starship,16Of7eeW44kt0a1M0nitHM,2011-08-29,72,215693,0.668,0.0191,0.857,6.71e-06,0.0385,0.748,-2.944,0.0535,131.959,7,4,energetic
The One,The One,Supa Squad,0aCBbw55dEdjZ3isJgNM61,2017-07-28,4,212347,0.528,0.197,0.767,0.0,0.207,0.691,-6.973,0.202,115.12,6,4,energetic
Mafiosa (feat. Caroliina),Grandestino,Lartiste,0WxiQqTcK3ZErx2mMWgtm6,2018-02-23,66,193700,0.867,0.258,0.724,0.0,0.0527,0.757,-4.266,0.0978,128.97,6,4,energetic
Scooby Doo Pa Pa - DJ Kass Official 2018 Mix,Scooby Doo Pa Pa (DJ Kass Official 2018 Mix),Dj Kass,57UuB3W1gSpJYfLWOQON1N,2018-04-24,45,147000,0.898,0.0622,0.914,0.000861,0.0999,0.633,-1.751,0.194,120.956,10,4,energetic
Sunshine Girl,Backyard Boogie,J Boog,4RjHalDdUreXDJSJLo44lK,2011-09-27,58,217270,0.769,0.119,0.536,0.0,0.0439,0.916,-6.679,0.0341,118.116,8,4,energetic
"I'll Be There for You (Theme from ""Friends')",I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],The Rembrandts,1lfjTOtTRUDkzcmahA4lcs,1995,56,187293,0.258,0.065,0.919,0.0,0.279,0.636,-6.927,0.0809,93.62,9,4,energetic
"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",Grease (Limited Edition),Various Artists,1pj3RzpA5AoXkZln0NockI,1998-01-01,0,169840,0.762,0.294,0.608,0.00148,0.117,0.841,-11.36,0.0644,106.931,0,4,energetic
Summer Nights - From “Grease” Soundtrack,Grease (Limited Edition),Various Artists,1CPCDaur2BxlCW0BVsf6rH,1998-01-01,0,216906,0.747,0.641,0.657,1.76e-05,0.0874,0.657,-9.449,0.0548,124.324,2,4,energetic
Da Ya Think I'm Sexy,Da Ya Think I'm Sexy?,Rod Stewart,058VOmj2vkyItyKHFLc8vF,2017-08-25,48,220506,0.759,0.0046,0.815,1.2e-06,0.0583,0.917,-5.716,0.0653,112.005,11,4,energetic
We're All In This Together,High School Musical,High School Musical Cast,0cqNGWvuukhCiKvEX7utys,2006-01-01,66,231426,0.76,0.0451,0.941,0.0,0.649,0.805,-6.356,0.0688,116.013,1,4,energetic
This Is Me,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,45aBsnKRWUzhwbcqOJLwfe,2017-12-08,75,234706,0.284,0.00583,0.704,0.000115,0.0424,0.1,-7.276,0.186,191.702,2,4,energetic
Dreamer,Dreamer,Axwell /\ Ingrosso,7BfiAzV3ASEK9egnfxN1v1,2017-12-08,0,251147,0.625,0.0274,0.833,0.0,0.264,0.581,-5.389,0.0347,126.013,7,4,energetic
Big Girl (You Are Beautiful),Life In Cartoon Motion,MIKA,6Gm1Eym26iEc9H6wkwbKYm,2007-01-01,0,248000,0.794,0.0306,0.758,1.38e-06,0.269,0.821,-6.289,0.0713,115.99,11,4,energetic
Barbie Girl,Aquarium,Aqua,7atIHMnLUJ5ikdnosz1GwU,1997-01-01,0,197906,0.81,0.0167,0.956,0.281,0.35,0.961,-5.753,0.0367,129.996,1,4,energetic
Without You (feat. Sandro Cavazza),AVĪCI (01),Avicii,6WbADFqMvR8N5u0BvtsWQE,2017-08-10,0,181672,0.652,0.00179,0.855,0.0,0.0404,0.279,-4.832,0.0441,134.009,2,4,energetic
Thank You,MKTO,MKTO,0nfS2TJUiMyHv0hBpcmmco,2012,58,229880,0.65,0.0171,0.943,0.0,0.15,0.8,-4.751,0.0692,126.008,11,4,energetic
I Want It That Way,Millennium,Backstreet Boys,47BBI51FKFwOMlIiX6m8ya,1999-05-18,81,213306,0.689,0.257,0.694,0.0,0.148,0.482,-5.83,0.027,99.039,6,4,energetic
Just Got Paid,Just Got Paid,Sigala,0v3BMLcwUmAwyqJaf5997o,2018-09-07,60,218250,0.732,0.0348,0.922,0.0,0.146,0.589,-1.829,0.0975,120.033,6,4,energetic
Bring It All Back,S Club,S Club 7,1fn6EFBBNiDVhL3DxDDJTD,1999-01-01,0,213600,0.675,0.319,0.895,0.0,0.369,0.824,-4.904,0.0484,108.093,4,4,energetic
I Love It (feat. Charli XCX),I Love It,Icona Pop,3VZQshi4COChhXaz7cLP02,2012-06-19,65,155337,0.714,0.00855,0.905,2.55e-05,0.146,0.838,-2.663,0.0289,125.927,8,4,energetic
"Honey, I'm Good.",Magazines Or Novels,Andy Grammer,4MflGTO2ZTcSQ12bWcyRgI,2014-08-05,74,199263,0.752,0.0324,0.775,0.0,0.351,0.595,-7.289,0.0546,122.014,9,4,energetic
Made For Now,Made For Now,Janet Jackson,2Ul7yRZaxGcWCzQg7m632Z,2018-08-17,50,210685,0.76,0.00307,0.888,1.49e-05,0.149,0.559,-3.449,0.124,115.705,6,4,energetic
Bop To The Top,High School Musical - The Collection,Various Artists,1ZRdZT2qtsfdP8EAt6o7vr,2009-01-01,25,107826,0.554,0.389,0.818,0.0,0.035,0.92,-5.14,0.0723,113.375,7,4,energetic
Breaking Free,High School Musical - The Collection,Various Artists,5SzVff6TcmbMYyPJq25vuc,2009-01-01,31,207200,0.583,0.0411,0.592,0.0,0.14,0.331,-6.436,0.038,107.934,0,4,energetic
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over,Maroon 5,7LcfRTgAVTs5pQGEQgUEzN,2010,72,201160,0.722,0.0111,0.758,0.0,0.308,0.62,-4.477,0.0471,128.047,11,4,energetic
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,4w8niZpiMy6qz1mntFA5uM,2018-09-28,77,212500,0.842,0.157,0.801,4.82e-06,0.0642,0.617,-4.167,0.228,95.881,8,4,energetic
What I've Been Looking For,High School Musical Original Soundtrack,Various Artists,7GVR1Tox8G6HYZISRUUb4B,2006-09-18,0,123826,0.68,0.072,0.626,0.0,0.0943,0.791,-6.897,0.0283,140.036,9,4,energetic
Goodbye (feat. Nicki Minaj & Willy William),Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,5Xn4IyTtW6FUGIUyWjbUHG,2018-08-24,63,195419,0.643,0.0776,0.904,0.0,0.189,0.481,-3.694,0.0739,103.028,0,4,energetic
Namoradeira,Namoradeira,Menor,7DPO7V1oNgbYIGEDzU8a5G,2016-06-10,26,164307,0.812,0.0757,0.827,0.0,0.0838,0.939,-2.378,0.0557,130.013,3,4,energetic
Baila Conmigo,Quiero Que Sepas,Juan Magán,6qqG1BHZv1G8A80S7EYeBs,2016-06-24,52,196360,0.884,0.0951,0.701,1.08e-05,0.0621,0.818,-6.738,0.0969,99.998,6,4,energetic
Baila Morena,Emigrante Del Mundo,Lucenzo,19AiravLt7z71M9lyHVOGX,2011-09-30,5,180266,0.58,0.0372,0.816,0.0,0.288,0.864,-7.619,0.0713,129.907,1,4,energetic
Milkshake,Tasty,Kelis,2cMTIlktg3M9mXYqCPqw1J,2003-12-05,70,182626,0.881,0.00986,0.774,0.0346,0.206,0.759,-6.068,0.0439,112.968,1,4,energetic
Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,5N5k9nd479b1xpDZ4usjrg,2018-08-17,77,213309,0.781,0.0119,0.768,4.91e-06,0.325,0.486,-5.991,0.0394,123.07,11,4,energetic
Is Your Love Enough?,Glory Days: The Platinum Edition,Little Mix,6W6ijKiufUsBBcgJPKis6T,2017-11-24,0,224600,0.762,0.00642,0.854,1.11e-06,0.131,0.615,-2.757,0.0818,105.969,0,4,energetic
Polaroid,Polaroid,Jonas Blue,1wsLHgXJ4SKIfd5ePSX1hD,2018-10-05,61,193377,0.652,0.293,0.897,0.0,0.0722,0.475,-4.481,0.036,114.033,7,4,energetic
Capital Letters,"Capital Letters [From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""]",Hailee Steinfeld,3towKHKVOXCCcL1fHv6xFO,2018-01-12,0,219386,0.672,0.0342,0.82,6.67e-06,0.0921,0.463,-5.473,0.0767,100.069,0,4,energetic
Baby Girl (feat. Lalo Ebratt),Baby Girl (feat. Lalo Ebratt),Mario Bautista,6o8ogTrSX8H0F66Pdz3Tsc,2018-08-17,67,218469,0.804,0.0275,0.705,0.000138,0.202,0.45,-5.272,0.199,103.009,1,4,energetic
To My Love - Tainy Remix,Amanecer (Remixed),Bomba Estéreo,5LciLoxa1gK70yIUeoHgRx,2016-12-16,69,251773,0.764,0.129,0.59,0.00847,0.0851,0.281,-4.292,0.0395,99.996,7,4,energetic
Mocca,Mocca,Lalo Ebratt,0NKoPGc72yUKTIneVhFfg1,2018-04-27,71,200293,0.786,0.185,0.695,0.0,0.123,0.591,-5.343,0.353,97.957,1,4,energetic
Special,Special,SIX60,6BkrXCgCNqjuemUI2o1Mtf,2016-10-07,45,202590,0.81,0.00858,0.659,6.44e-06,0.0774,0.704,-5.496,0.0344,94.981,1,4,energetic
Song 2 You (feat. Leon Thomas III & Victoria Justice),Victorious: Music From The Hit TV Show (feat. Victoria Justice),Victorious Cast,0UwsTR4qFd0kjJviMtVBIs,2011-08-01,56,218373,0.591,0.0576,0.866,0.0,0.146,0.508,-2.877,0.0536,86.981,2,4,energetic
You Sexy Thing,Hot Chocolate,Hot Chocolate,714hERk9U1W8FMYkoC83CO,1975,73,244920,0.791,0.523,0.733,0.0016,0.167,0.962,-5.465,0.0633,105.853,5,4,energetic
Bad Vibe,Bad Vibe,M.O,2aeKv96tpmi1T3ctpAZBqB,2018-01-25,0,214253,0.804,0.18,0.697,0.0,0.0961,0.768,-4.42,0.0468,110.0,10,4,energetic
High Hopes,Pray for the Wicked,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,2018-06-22,82,190946,0.579,0.193,0.904,0.0,0.064,0.681,-2.729,0.0618,82.014,5,4,energetic
Come Alive (with Years & Years and Jess Glynne),The Greatest Showman: Reimagined,Various Artists,3I8DC6lBij99XC6HNBGr1Q,2018-11-16,48,215320,0.666,0.0464,0.795,0.0,0.357,0.752,-5.053,0.0664,118.002,1,4,energetic
I'm Like A Bird,"Whoa, Nelly!",Nelly Furtado,4sUoWHVnJl8z3t4zdqf6xB,2000-01-01,53,243160,0.622,0.138,0.608,5.38e-06,0.273,0.607,-5.085,0.036,89.661,10,4,energetic
Believe,Believe,Cher,2goLsvvODILDzeeiT4dAoR,1998,78,239026,0.652,0.0082,0.917,0.0,0.0509,0.459,-6.72,0.0548,132.975,6,4,energetic
Happy Now,Happy Now,Kygo,14sOS5L36385FJ3OL8hew4,2018-10-26,70,211362,0.693,0.374,0.575,0.0,0.252,0.492,-6.998,0.0801,117.999,9,4,energetic
Milla - Ao Vivo Em Aracaju / 1996,Netinho Ao Vivo,Netinho,22Ekdb1dJdXVDckNpZGZLG,1996-01-01,50,293333,0.483,0.0255,0.852,1.71e-06,0.961,0.419,-9.863,0.0616,153.642,4,4,energetic
Seasons (feat. OMI),Seasons (feat. OMI),Shaggy,3xmmKCqEPNloZT9myIx0Hn,2017-02-17,47,194282,0.752,0.185,0.806,0.0,0.0824,0.632,-3.834,0.124,97.022,8,4,energetic
Million Dollar Bill,I Look To You,Whitney Houston,5w4Hocwc7JXeJhtoMPJtTZ,2009-08-31,0,204266,0.714,0.054,0.747,0.0,0.0845,0.765,-4.134,0.111,119.899,11,4,energetic
I'm Every Woman,The Bodyguard - Original Soundtrack Album,Whitney Houston,2eHj0klWkwRQuIrNlPpCPa,1992-11-17,62,285106,0.665,0.0178,0.847,0.00288,0.126,0.4,-8.314,0.0535,119.555,5,4,energetic
Hollaback Girl,Love Angel Music Baby,Gwen Stefani,0eqH0ALoDQevq59YcQ53KE,2004-11-22,71,199853,0.926,0.35,0.916,6.17e-06,0.0234,0.904,-2.221,0.0929,110.007,10,4,energetic
Respect,I Never Loved a Man the Way I Love You,Aretha Franklin,7s25THrKz86DM225dOYwnr,1967-03-10,74,147600,0.805,0.164,0.558,2.2e-05,0.0546,0.965,-5.226,0.041,114.95,0,4,energetic
